item_id,item_text_clean,dataset,extra,question,n_options,options_json
I tell myself that I shouldn't be thinking the way I'm thinking.,I tell myself that I shouldn't be thinking the way I'm thinking.,ExperimentFactory,,I tell myself that I shouldn't be thinking the way I'm thinking.,5,"[{""value"": ""1"", ""label"": ""very often or always true""}, {""value"": ""2"", ""label"": ""often true""}, {""value"": ""3"", ""label"": ""sometimes true""}, {""value"": ""4"", ""label"": ""rarely true""}, {""value"": ""5"", ""label"": ""never or very rarely true""}]"
I tend to act without thinking when I am really excited.,I tend to act without thinking when I am really excited.,ExperimentFactory,,I tend to act without thinking when I am really excited.,4,"[{""value"": ""1"", ""label"": ""Disagree Strongly""}, {""value"": ""2"", ""label"": ""Disagree Some""}, {""value"": ""3"", ""label"": ""Agree Some""}, {""value"": ""4"", ""label"": ""Agree Strongly""}]"
I tend to give up easily.,I tend to give up easily.,ExperimentFactory,,I tend to give up easily.,4,"[{""value"": ""1"", ""label"": ""Disagree Strongly""}, {""value"": ""2"", ""label"": ""Disagree Some""}, {""value"": ""3"", ""label"": ""Agree Some""}, {""value"": ""4"", ""label"": ""Agree Strongly""}]"
"I tend to keep doing the same thing, even when it doesn't work.","I tend to keep doing the same thing, even when it doesn't work.",ExperimentFactory,,"I tend to keep doing the same thing, even when it doesn't work.",5,"[{""value"": ""1"", ""label"": ""Strongly agree""}, {""value"": ""2"", ""label"": ""Somewhat agree""}, {""value"": ""3"", ""label"": ""Neutral""}, {""value"": ""4"", ""label"": ""Somewhat disagree""}, {""value"": ""5"", ""label"": ""Strongly disagree""}]"
I tend to lose control when I am in a great mood.,I tend to lose control when I am in a great mood.,ExperimentFactory,,I tend to lose control when I am in a great mood.,4,"[{""value"": ""1"", ""label"": ""Disagree Strongly""}, {""value"": ""2"", ""label"": ""Disagree Some""}, {""value"": ""3"", ""label"": ""Agree Some""}, {""value"": ""4"", ""label"": ""Agree Strongly""}]"
"I tend to value and follow a rational, 'sensible' approach to things.","I tend to value and follow a rational, 'sensible' approach to things.",ExperimentFactory,,"I tend to value and follow a rational, 'sensible' approach to things.",4,"[{""value"": ""1"", ""label"": ""Agree Strongly""}, {""value"": ""2"", ""label"": ""Agree Some""}, {""value"": ""3"", ""label"": ""Disagree Some""}, {""value"": ""4"", ""label"": ""Disagree Strongly""}]"
I tend to walk quickly to get where I'm going without paying attention to what I experience along the way.,I tend to walk quickly to get where I'm going without paying attention to what I experience along the way.,ExperimentFactory,,I tend to walk quickly to get where I'm going without paying attention to what I experience along the way.,6,"[{""value"": ""1"", ""label"": ""almost always""}, {""value"": ""2"", ""label"": ""very frequently""}, {""value"": ""3"", ""label"": ""somewhat frequently""}, {""value"": ""4"", ""label"": ""somewhat infrequently""}, {""value"": ""5"", ""label"": ""very infrequently""}, {""value"": ""6"", ""label"": ""almost never""}]"
I think about the bad things that have happened to me in the past.,I think about the bad things that have happened to me in the past.,ExperimentFactory,,I think about the bad things that have happened to me in the past.,5,"[{""value"": ""1"", ""label"": ""Very uncharacteristic""}, {""value"": ""2"", ""label"": ""Uncharacteristic""}, {""value"": ""3"", ""label"": ""Neutral""}, {""value"": ""4"", ""label"": ""Characteristic""}, {""value"": ""5"", ""label"": ""Very characteristic""}]"
I think about the good things that I have missed out on in my life.,I think about the good things that I have missed out on in my life.,ExperimentFactory,,I think about the good things that I have missed out on in my life.,5,"[{""value"": ""1"", ""label"": ""Very uncharacteristic""}, {""value"": ""2"", ""label"": ""Uncharacteristic""}, {""value"": ""3"", ""label"": ""Neutral""}, {""value"": ""4"", ""label"": ""Characteristic""}, {""value"": ""5"", ""label"": ""Very characteristic""}]"
I think some of my emotions are bad or inappropriate and I shouldn't feel them.,I think some of my emotions are bad or inappropriate and I shouldn't feel them.,ExperimentFactory,,I think some of my emotions are bad or inappropriate and I shouldn't feel them.,5,"[{""value"": ""1"", ""label"": ""Very often or always true""}, {""value"": ""2"", ""label"": ""Often true""}, {""value"": ""3"", ""label"": ""Sometimes true""}, {""value"": ""4"", ""label"": ""Rarely true""}, {""value"": ""5"", ""label"": ""Never or very rarely true""}]"
I try to avoid activities where you have to act without much time to think first.,I try to avoid activities where you have to act without much time to think first.,ExperimentFactory,,I try to avoid activities where you have to act without much time to think first.,2,"[{""value"": ""1"", ""label"": ""True""}, {""value"": ""2"", ""label"": ""False""}]"
"I try to live my life as fully as possible, one day at a time.","I try to live my life as fully as possible, one day at a time.",ExperimentFactory,,"I try to live my life as fully as possible, one day at a time.",5,"[{""value"": ""1"", ""label"": ""Very uncharacteristic""}, {""value"": ""2"", ""label"": ""Uncharacteristic""}, {""value"": ""3"", ""label"": ""Neutral""}, {""value"": ""4"", ""label"": ""Characteristic""}, {""value"": ""5"", ""label"": ""Very characteristic""}]"
I usually keep track of my progress toward my goals.,I usually keep track of my progress toward my goals.,ExperimentFactory,,I usually keep track of my progress toward my goals.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Somewhat disagree""}, {""value"": ""3"", ""label"": ""Neutral""}, {""value"": ""4"", ""label"": ""Somewhat agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I usually make up my mind through careful reasoning.,I usually make up my mind through careful reasoning.,ExperimentFactory,,I usually make up my mind through careful reasoning.,4,"[{""value"": ""1"", ""label"": ""Agree Strongly""}, {""value"": ""2"", ""label"": ""Agree Some""}, {""value"": ""3"", ""label"": ""Disagree Some""}, {""value"": ""4"", ""label"": ""Disagree Strongly""}]"
I usually only have to make a mistake one time in order to learn from it.,I usually only have to make a mistake one time in order to learn from it.,ExperimentFactory,,I usually only have to make a mistake one time in order to learn from it.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Somewhat disagree""}, {""value"": ""3"", ""label"": ""Neutral""}, {""value"": ""4"", ""label"": ""Somewhat agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I usually think before I act.,I usually think before I act.,ExperimentFactory,,I usually think before I act.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Somewhat disagree""}, {""value"": ""3"", ""label"": ""Neutral""}, {""value"": ""4"", ""label"": ""Somewhat agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
I usually think carefully before doing anything.,I usually think carefully before doing anything.,ExperimentFactory,,I usually think carefully before doing anything.,4,"[{""value"": ""1"", ""label"": ""Agree Strongly""}, {""value"": ""2"", ""label"": ""Agree Some""}, {""value"": ""3"", ""label"": ""Disagree Some""}, {""value"": ""4"", ""label"": ""Disagree Strongly""}]"
I watch my feelings without getting lost in them.,I watch my feelings without getting lost in them.,ExperimentFactory,,I watch my feelings without getting lost in them.,5,"[{""value"": ""1"", ""label"": ""never or very rarely true""}, {""value"": ""2"", ""label"": ""rarely true""}, {""value"": ""3"", ""label"": ""sometimes true""}, {""value"": ""4"", ""label"": ""often true""}, {""value"": ""5"", ""label"": ""very often or always true""}]"
"I welcome new and exciting experiences and sensations, even if they are a little frightening and unconventional.","I welcome new and exciting experiences and sensations, even if they are a little frightening and unconventional.",ExperimentFactory,,"I welcome new and exciting experiences and sensations, even if they are a little frightening and unconventional.",4,"[{""value"": ""1"", ""label"": ""Disagree Strongly""}, {""value"": ""2"", ""label"": ""Disagree Some""}, {""value"": ""3"", ""label"": ""Agree Some""}, {""value"": ""4"", ""label"": ""Agree Strongly""}]"
I will often do things for no other reason than that they might be fun.,I will often do things for no other reason than that they might be fun.,ExperimentFactory,,I will often do things for no other reason than that they might be fun.,4,"[{""value"": ""1"", ""label"": ""Very false for me""}, {""value"": ""2"", ""label"": ""Somewhat false for me""}, {""value"": ""3"", ""label"": ""Somewhat true for me""}, {""value"": ""4"", ""label"": ""Very true for me""}]"
I will often say whatever comes into my head without thinking first.,I will often say whatever comes into my head without thinking first.,ExperimentFactory,,I will often say whatever comes into my head without thinking first.,2,"[{""value"": ""1"", ""label"": ""False""}, {""value"": ""2"", ""label"": ""True""}]"
I worry about making mistakes.,I worry about making mistakes.,ExperimentFactory,,I worry about making mistakes.,4,"[{""value"": ""1"", ""label"": ""Very false for me""}, {""value"": ""2"", ""label"": ""Somewhat false for me""}, {""value"": ""3"", ""label"": ""Somewhat true for me""}, {""value"": ""4"", ""label"": ""Very true for me""}]"
I would enjoy fast driving.,I would enjoy fast driving.,ExperimentFactory,,I would enjoy fast driving.,4,"[{""value"": ""1"", ""label"": ""Disagree Strongly""}, {""value"": ""2"", ""label"": ""Disagree Some""}, {""value"": ""3"", ""label"": ""Agree Some""}, {""value"": ""4"", ""label"": ""Agree Strongly""}]"
I would enjoy parachute jumping.,I would enjoy parachute jumping.,ExperimentFactory,,I would enjoy parachute jumping.,4,"[{""value"": ""1"", ""label"": ""Disagree Strongly""}, {""value"": ""2"", ""label"": ""Disagree Some""}, {""value"": ""3"", ""label"": ""Agree Some""}, {""value"": ""4"", ""label"": ""Agree Strongly""}]"
I would enjoy the sensation of skiing very fast down a high mountain slope.,I would enjoy the sensation of skiing very fast down a high mountain slope.,ExperimentFactory,,I would enjoy the sensation of skiing very fast down a high mountain slope.,4,"[{""value"": ""1"", ""label"": ""Disagree Strongly""}, {""value"": ""2"", ""label"": ""Disagree Some""}, {""value"": ""3"", ""label"": ""Agree Some""}, {""value"": ""4"", ""label"": ""Agree Strongly""}]"
I would enjoy water skiing.,I would enjoy water skiing.,ExperimentFactory,,I would enjoy water skiing.,4,"[{""value"": ""1"", ""label"": ""Disagree Strongly""}, {""value"": ""2"", ""label"": ""Disagree Some""}, {""value"": ""3"", ""label"": ""Agree Some""}, {""value"": ""4"", ""label"": ""Agree Strongly""}]"
I would enjoy working at a job that required me to make a lot of split-second decisions.,I would enjoy working at a job that required me to make a lot of split-second decisions.,ExperimentFactory,,I would enjoy working at a job that required me to make a lot of split-second decisions.,2,"[{""value"": ""1"", ""label"": ""False""}, {""value"": ""2"", ""label"": ""True""}]"
I would like to go scuba diving.,I would like to go scuba diving.,ExperimentFactory,,I would like to go scuba diving.,4,"[{""value"": ""1"", ""label"": ""Disagree Strongly""}, {""value"": ""2"", ""label"": ""Disagree Some""}, {""value"": ""3"", ""label"": ""Agree Some""}, {""value"": ""4"", ""label"": ""Agree Strongly""}]"
I would like to learn to fly an airplane.,I would like to learn to fly an airplane.,ExperimentFactory,,I would like to learn to fly an airplane.,4,"[{""value"": ""1"", ""label"": ""Disagree Strongly""}, {""value"": ""2"", ""label"": ""Disagree Some""}, {""value"": ""3"", ""label"": ""Agree Some""}, {""value"": ""4"", ""label"": ""Agree Strongly""}]"
I'll try anything once.,I'll try anything once.,ExperimentFactory,,I'll try anything once.,4,"[{""value"": ""1"", ""label"": ""Disagree Strongly""}, {""value"": ""2"", ""label"": ""Disagree Some""}, {""value"": ""3"", ""label"": ""Agree Some""}, {""value"": ""4"", ""label"": ""Agree Strongly""}]"
I've made mistakes in the past that I wish I could undo.,I've made mistakes in the past that I wish I could undo.,ExperimentFactory,,I've made mistakes in the past that I wish I could undo.,5,"[{""value"": ""1"", ""label"": ""Very uncharacteristic""}, {""value"": ""2"", ""label"": ""Uncharacteristic""}, {""value"": ""3"", ""label"": ""Neutral""}, {""value"": ""4"", ""label"": ""Characteristic""}, {""value"": ""5"", ""label"": ""Very characteristic""}]"
I've taken my share of abuse and rejection in the past.,I've taken my share of abuse and rejection in the past.,ExperimentFactory,,I've taken my share of abuse and rejection in the past.,5,"[{""value"": ""1"", ""label"": ""Very uncharacteristic""}, {""value"": ""2"", ""label"": ""Uncharacteristic""}, {""value"": ""3"", ""label"": ""Neutral""}, {""value"": ""4"", ""label"": ""Characteristic""}, {""value"": ""5"", ""label"": ""Very characteristic""}]"
"Ideally, I would live each day as if it were my last.","Ideally, I would live each day as if it were my last.",ExperimentFactory,,"Ideally, I would live each day as if it were my last.",5,"[{""value"": ""1"", ""label"": ""Very uncharacteristic""}, {""value"": ""2"", ""label"": ""Uncharacteristic""}, {""value"": ""3"", ""label"": ""Neutral""}, {""value"": ""4"", ""label"": ""Characteristic""}, {""value"": ""5"", ""label"": ""Very characteristic""}]"
